location,date,total_cases,total_deaths,total_cases_per_million,total_deaths_per_million
United States,2020-02-05,11,0,0.033,0.0
United States,2020-02-06,12,0,0.036000000000000004,0.0
United States,2020-02-07,12,0,0.036000000000000004,0.0
United States,2020-02-08,12,0,0.036000000000000004,0.0
United States,2020-02-09,12,0,0.036000000000000004,0.0
United States,2020-02-10,12,0,0.036000000000000004,0.0
United States,2020-02-11,13,0,0.039,0.0
United States,2020-02-12,13,0,0.039,0.0
United States,2020-02-13,14,0,0.042,0.0
United States,2020-02-14,15,0,0.045,0.0
United States,2020-02-15,15,0,0.045,0.0
United States,2020-02-16,15,0,0.045,0.0
United States,2020-02-17,15,0,0.045,0.0
United States,2020-02-18,15,0,0.045,0.0
United States,2020-02-19,15,0,0.045,0.0
United States,2020-02-20,15,0,0.045,0.0
United States,2020-02-21,16,0,0.048,0.0
United States,2020-02-22,35,0,0.106,0.0
United States,2020-02-23,35,0,0.106,0.0
United States,2020-02-24,35,0,0.106,0.0
United States,2020-02-25,53,0,0.16,0.0
United States,2020-02-26,53,0,0.16,0.0
United States,2020-02-27,59,0,0.17800000000000002,0.0
United States,2020-02-28,60,0,0.18100000000000002,0.0
United States,2020-02-29,66,0,0.19899999999999998,0.0
United States,2020-03-01,69,1,0.20800000000000002,0.003
United States,2020-03-02,89,2,0.26899999999999996,0.006
United States,2020-03-03,103,6,0.311,0.018000000000000002
United States,2020-03-04,125,9,0.37799999999999995,0.027000000000000003
United States,2020-03-05,159,11,0.48,0.033
United States,2020-03-06,233,12,0.7040000000000001,0.036000000000000004
United States,2020-03-07,338,14,1.021,0.042
United States,2020-03-08,433,17,1.308,0.051
United States,2020-03-09,554,21,1.6740000000000002,0.063
United States,2020-03-10,754,26,2.278,0.079
United States,2020-03-11,1025,28,3.097,0.085
United States,2020-03-12,1312,30,3.964,0.091
United States,2020-03-13,1663,40,5.024,0.121
United States,2020-03-14,2174,47,6.568,0.142
United States,2020-03-15,2951,57,8.915,0.172
United States,2020-03-16,3774,69,11.402000000000001,0.20800000000000002
United States,2020-03-17,4661,85,14.081,0.257
United States,2020-03-18,6427,108,19.417,0.326
United States,2020-03-19,9415,150,28.444000000000003,0.45299999999999996
United States,2020-03-20,14250,150,43.051,0.45299999999999996
United States,2020-03-21,19624,260,59.287,0.785
United States,2020-03-22,26747,340,80.806,1.0270000000000001
United States,2020-03-23,35206,471,106.36200000000001,1.423
United States,2020-03-24,46442,590,140.30700000000002,1.7819999999999998
United States,2020-03-25,55231,801,166.86,2.42
United States,2020-03-26,69194,1050,209.044,3.1719999999999997
United States,2020-03-27,85991,1296,259.789,3.915
United States,2020-03-28,104686,1707,316.269,5.157
United States,2020-03-29,124665,2191,376.62800000000004,6.619
United States,2020-03-30,143025,2509,432.096,7.58
United States,2020-03-31,164620,3170,497.337,9.577
United States,2020-04-01,189618,4079,572.859,12.323
United States,2020-04-02,216721,5138,654.741,15.523
United States,2020-04-03,245540,6053,741.807,18.287
United States,2020-04-04,277965,7157,839.7669999999999,21.622
United States,2020-04-05,312237,8501,943.307,25.683000000000003
United States,2020-04-06,337635,9647,1020.0369999999999,29.145
United States,2020-04-07,368196,10989,1112.366,33.199
United States,2020-04-08,398809,12895,1204.851,38.957
United States,2020-04-09,432132,14817,1305.524,44.763999999999996
United States,2020-04-10,466033,16690,1407.943,50.423
United States,2020-04-11,501560,18777,1515.275,56.728
United States,2020-04-12,529951,20608,1601.0479999999998,62.25899999999999
United States,2020-04-13,557571,22108,1684.491,66.791
United States,2020-04-14,582594,23649,1760.089,71.447
United States,2020-04-15,609516,26057,1841.4229999999998,78.721
United States,2020-04-16,639664,30985,1932.504,93.61
United States,2020-04-17,671331,33284,2028.174,100.555
United States,2020-04-18,702164,37054,2121.324,111.945
United States,2020-04-19,735086,38910,2220.786,117.552
United States,2020-04-20,759687,40682,2295.109,122.905
United States,2020-04-21,787752,42539,2379.896,128.516
United States,2020-04-22,825041,45063,2492.551,136.141
United States,2020-04-23,842629,46784,2545.687,141.34
United States,2020-04-24,869172,49963,2625.8759999999997,150.944
United States,2020-04-25,890524,51017,2690.383,154.129
United States,2020-04-26,939053,53189,2836.995,160.691
United States,2020-04-27,965910,54876,2918.134,165.787
United States,2020-04-28,988451,56245,2986.2329999999997,169.923
United States,2020-04-29,1012583,58355,3059.139,176.298
United States,2020-04-30,1039909,60966,3141.6940000000004,184.18599999999998
United States,2020-05-01,1069826,63006,3232.077,190.34900000000002
United States,2020-05-02,1103781,65068,3334.659,196.578
United States,2020-05-03,1133069,66385,3423.1420000000003,200.55700000000002
United States,2020-05-04,1158041,67682,3498.585,204.476
